date,store_nbr,customers
20-07-2016,3,3274
22-03-2017,3,2800
03-06-2016,39,1317
05-12-2015,41,1328
05-09-2016,54,913
12-09-2013,30,747
01-07-2013,46,3524
27-03-2017,16,728
16-09-2015,8,2795
04-07-2014,11,2428
28-10-2013,38,1456
11-09-2015,50,2166
19-10-2015,35,590
21-03-2015,20,2128
27-03-2014,13,810
30-04-2015,45,3308
29-08-2015,51,1923
09-01-2014,27,1170
02-03-2015,41,1089
31-01-2017,31,1458
19-09-2013,37,1262
25-09-2016,48,3844
22-10-2013,2,1705
17-07-2015,30,698
13-10-2013,27,1652
23-02-2015,51,1505
06-08-2016,15,1238
30-12-2014,35,890
23-06-2015,28,1214
05-11-2015,36,1079
06-11-2014,9,2128
23-07-2017,20,2150
29-07-2017,37,1534
21-11-2016,7,1915
30-10-2013,8,2814
09-10-2016,29,1329
05-04-2014,26,816
22-02-2013,44,3638
03-10-2014,43,1362
20-07-2016,16,724
02-09-2015,20,1612
29-09-2014,51,1406
15-01-2013,24,2338
06-07-2013,54,941
29-07-2014,3,2780
12-12-2015,28,1239
25-04-2017,10,877
14-06-2013,19,1090
06-08-2015,26,459
24-02-2016,10,829
17-08-2014,53,1010
13-06-2017,41,1025
15-04-2016,39,1194
21-11-2015,31,1466
06-11-2013,44,4023
18-04-2016,47,4222
17-11-2014,41,910
17-02-2014,18,1271
25-10-2014,40,1352
15-07-2015,26,580
30-01-2016,38,2154
15-10-2015,5,1188
20-04-2017,2,1715
15-02-2013,15,1329
19-04-2017,4,1339
24-09-2016,33,952
01-04-2014,3,3256
03-12-2015,38,1447
08-01-2014,23,1205
30-07-2016,3,3337
07-01-2016,50,2070
07-02-2017,25,830
01-07-2015,3,3486
06-09-2016,29,1141
01-06-2014,10,1250
17-11-2016,2,1927
03-03-2017,30,700
03-06-2013,54,831
27-11-2015,7,1954
19-11-2014,49,2349
17-01-2014,5,1447
29-03-2016,27,1363
14-07-2017,3,3257
30-08-2013,33,901
13-03-2013,34,2344
14-02-2015,53,1530
30-07-2015,38,1376
28-05-2014,28,993
19-12-2013,14,1740
02-08-2013,31,1150
13-10-2014,11,2199
31-12-2016,41,1910
08-11-2013,47,3474
01-09-2014,37,1581
21-10-2016,47,3628
09-01-2016,35,669
12-02-2015,40,1311
27-03-2015,40,1401
09-03-2016,23,1040
17-01-2016,38,1897
17-09-2013,24,2277
07-07-2014,50,2575
01-05-2016,38,2114
26-01-2013,5,1540
19-10-2014,50,3091
14-07-2014,48,2705
19-03-2015,33,1089
30-01-2015,27,1531
29-05-2014,48,2437
18-01-2017,5,1164
23-12-2015,27,2049
01-07-2016,7,2049
18-07-2015,49,3143
10-03-2013,14,1268
18-03-2017,33,996
07-07-2017,4,1397
27-11-2016,54,1034
01-06-2015,20,1706
08-12-2015,12,1217
06-03-2016,8,2686
14-12-2014,14,1239
01-03-2017,41,1152
13-11-2013,54,699
14-02-2017,29,1375
29-03-2014,6,2119
26-04-2014,30,769
18-10-2015,27,1799
05-10-2014,40,1118
16-09-2014,51,1493
21-08-2014,13,872
31-05-2016,2,1898
05-05-2017,37,1510
26-03-2017,24,1626
25-07-2015,4,1548
13-09-2016,6,1505
25-03-2014,40,1375
15-07-2016,20,1168
23-12-2015,39,2383
26-03-2016,54,871
21-06-2017,16,630
28-12-2014,37,1111
14-07-2014,3,3030
30-03-2014,3,3669
01-08-2016,20,1431
11-03-2014,33,1168
29-10-2015,7,1631
17-12-2015,2,2235
15-08-2016,48,2643
10-07-2014,39,1348
23-08-2015,17,1291
29-09-2014,45,3140
16-02-2017,24,2082
13-09-2015,12,1199
14-01-2017,26,577
02-11-2014,15,787
02-07-2016,47,4743
29-06-2016,40,1173
13-02-2017,43,1492
30-07-2014,39,1239
28-04-2014,6,1654
03-06-2014,13,957
10-08-2016,19,1147
19-11-2014,14,1218
05-12-2016,25,710
07-03-2014,38,1781
18-04-2016,16,1045
31-10-2014,49,2704
16-03-2017,16,664
28-11-2015,16,750
03-10-2015,41,1289
22-02-2014,35,604
26-01-2015,7,1778
05-07-2015,47,4841
28-06-2013,16,782
01-08-2013,39,1420
21-11-2015,4,1581
28-10-2013,13,841
18-07-2013,3,2634
27-11-2014,26,456
29-06-2013,9,2590
06-07-2014,47,5001
03-11-2016,30,601
14-01-2017,50,3270
10-03-2014,30,735
04-04-2015,31,1462
20-06-2013,27,1054
05-05-2017,25,881
10-11-2014,17,1268
04-07-2013,32,741
24-02-2015,46,2732
30-06-2013,9,2510
30-09-2015,48,2397
26-08-2014,11,2221
05-03-2016,24,2446
26-10-2016,13,791
12-05-2016,53,1342
07-03-2014,11,2371
30-07-2015,2,1679
19-02-2016,31,1292
13-08-2016,41,1162
10-12-2016,23,1068
01-11-2015,49,2735
02-10-2013,37,1596
07-02-2017,44,3868
02-01-2013,51,1985
12-12-2013,25,623
24-06-2013,40,1208
10-08-2013,12,1210
08-03-2015,33,1129
21-05-2017,26,661
01-07-2014,49,2368
06-10-2015,29,949
12-03-2014,34,2364
01-11-2015,14,943
19-02-2013,26,764
02-05-2017,34,2240
04-10-2013,50,2588
19-07-2013,11,2266
26-06-2017,51,1479
16-10-2014,31,1245
21-02-2016,37,1129
20-05-2013,15,1588
02-12-2015,17,1340
16-09-2014,18,1576
01-04-2016,48,3052
15-04-2015,41,1006
12-03-2016,35,811
26-12-2013,48,4401
27-12-2014,46,5273
16-11-2013,45,4426
20-11-2016,11,2549
24-09-2016,32,628
27-09-2013,41,807
06-05-2015,47,3717
24-04-2015,23,1145
25-02-2015,47,3191
07-03-2015,24,2419
21-10-2013,16,966
03-10-2015,43,1545
20-10-2015,21,959
16-05-2014,51,1821
15-02-2013,30,690
07-06-2013,15,1322
16-04-2016,27,1359
06-03-2017,35,749
28-04-2015,16,925
24-11-2013,16,1088
02-06-2014,17,1405
30-08-2014,54,997
05-11-2016,15,1223
11-10-2016,45,2955
15-04-2016,19,1081
17-12-2014,36,1199
16-03-2014,48,4750
15-06-2016,42,981
12-04-2014,38,2422
25-03-2014,23,1119
27-07-2016,43,1007
21-01-2017,23,1030
28-04-2015,4,1271
16-03-2017,6,1555
17-10-2016,50,2013
10-03-2016,38,1310
30-09-2015,34,1882
13-02-2014,27,1381
20-10-2013,45,4522
10-03-2016,12,1153
14-11-2016,30,674
01-03-2017,50,2580
20-12-2015,8,3468
01-04-2014,9,2408
10-05-2014,1,1440
13-05-2016,38,1445
20-02-2017,31,1244
25-03-2013,1,1770
21-12-2015,38,2249
09-08-2014,48,3528
17-05-2016,41,934
01-04-2014,14,1604
14-10-2013,31,1205
22-07-2013,32,662
07-04-2016,12,1207
25-02-2013,31,1131
10-11-2014,41,875
10-08-2013,10,1275
10-11-2014,47,3448
21-12-2015,48,4667
04-01-2014,17,1534
28-05-2013,11,2171
22-02-2015,35,669
25-06-2014,51,1809
30-11-2014,33,1325
21-09-2015,21,1129
21-03-2014,9,1796
05-04-2017,10,829
31-12-2014,26,2012
11-01-2015,44,5434
28-04-2016,26,406
12-01-2013,28,890
04-02-2014,11,2635
01-04-2016,30,745
13-06-2016,45,3115
17-03-2015,33,1137
02-09-2014,34,2411
18-06-2014,11,2270
06-07-2016,43,1124
09-03-2017,50,2044
20-07-2013,24,2562
09-05-2014,46,3577
24-07-2015,32,544
11-02-2015,48,2531
28-07-2016,22,649
12-07-2016,25,613
14-01-2014,9,1874
15-12-2013,34,3064
22-05-2013,40,998
25-06-2016,34,2117
05-06-2016,53,2170
13-10-2015,28,1048
02-11-2016,38,1711
20-02-2014,2,1865
08-05-2016,16,993
06-06-2017,44,3885
07-08-2013,49,1897
24-09-2016,48,3448
19-10-2013,33,1234
05-09-2013,54,691
20-10-2014,40,1481
10-05-2015,49,3141
18-12-2016,37,1364
11-08-2015,11,2284
03-05-2014,33,1278
08-07-2015,17,1316
15-05-2013,37,1498
01-06-2015,46,3958
20-12-2015,50,4210
06-06-2013,28,916
20-05-2017,21,1178
21-01-2017,53,1363
28-05-2014,25,694
14-01-2013,40,1109
06-10-2015,54,841
11-06-2013,17,1294
22-03-2017,28,1090
22-11-2013,11,1990
22-07-2016,6,1767
10-12-2013,30,791
29-04-2015,34,2131
25-01-2017,12,1155
29-01-2013,25,664
26-01-2016,25,671
30-06-2015,24,2479
04-10-2013,44,4046
16-06-2016,35,693
27-01-2013,2,1937
29-07-2015,37,1646
13-09-2015,1,459
13-01-2014,4,1396
03-05-2017,33,918
24-11-2013,50,3125
19-05-2015,48,2537
25-10-2014,25,954
05-02-2014,13,863
25-07-2016,24,1588
10-01-2014,54,739
22-07-2017,19,1492
19-04-2013,37,1394
06-02-2015,13,854
08-09-2015,35,660
16-03-2016,5,1348
25-01-2017,37,1548
30-05-2016,32,687
30-12-2016,30,991
13-10-2013,5,1403
16-07-2017,28,1721
27-11-2014,13,832
02-04-2013,9,2340
10-01-2014,26,659
28-02-2014,5,1448
30-07-2013,13,982
05-09-2013,38,1411
08-08-2013,12,1254
19-01-2014,26,816
16-07-2013,10,1197
29-10-2015,25,671
24-02-2016,38,1389
28-08-2016,32,669
29-09-2013,28,1412
04-01-2013,6,1679
15-12-2016,9,2174
21-04-2015,32,650
08-09-2015,46,2963
10-12-2015,8,2871
23-11-2014,5,1423
17-10-2016,49,2656
23-05-2017,21,1013
08-12-2015,33,969
07-02-2015,15,1367
20-08-2015,38,1554
04-01-2015,8,2759
16-09-2016,38,1343
04-05-2015,9,2195
05-07-2015,10,965
20-12-2013,10,1280
20-01-2013,24,1908
02-08-2013,11,2674
06-09-2015,49,3630
05-12-2015,33,1105
13-11-2015,12,1026
04-04-2014,36,1109
29-03-2016,3,2822
07-10-2013,14,1638
17-07-2016,47,4112
12-09-2013,50,2073
25-04-2017,54,753
13-02-2016,31,1568
06-06-2013,25,577
20-07-2015,17,1346
04-04-2016,53,829
04-12-2016,20,2163
06-03-2017,31,1324
11-05-2014,28,1526
20-07-2017,2,1675
27-02-2013,16,875
12-09-2016,28,1030
31-07-2016,16,941
23-08-2014,5,1536
26-01-2015,33,1015
08-10-2016,30,628
14-10-2016,47,3720
31-03-2017,23,1009
09-11-2014,14,1227
07-10-2016,31,1227
25-11-2016,34,2362
16-03-2017,18,1242
23-10-2015,16,648
21-01-2015,33,925
29-11-2016,49,2562
27-04-2017,32,545
10-08-2014,43,1464
05-02-2014,39,1251
26-01-2017,28,976
28-09-2014,6,2253
11-05-2013,24,3075
20-04-2016,23,1152
14-02-2016,39,1649
22-06-2014,17,1501
25-04-2016,38,1369
30-09-2016,15,1142
26-02-2013,33,1069
17-07-2013,2,1886
17-11-2016,37,1435
05-02-2015,43,1210
03-01-2014,11,2673
14-08-2013,8,2851
16-09-2015,20,1457
25-10-2013,30,616
19-04-2016,8,3079
10-03-2015,4,1413
29-06-2016,24,2268
15-04-2014,6,1651
02-03-2016,50,2184
16-07-2015,43,1248
06-03-2014,3,2997
19-10-2013,7,1818
11-02-2015,47,3651
20-02-2016,26,488
05-11-2014,11,2327
15-06-2013,33,1389
29-10-2013,27,1022
25-09-2015,45,3309
01-07-2014,6,1734
20-04-2015,33,1090
26-07-2016,14,1234
20-02-2017,16,736
07-05-2017,54,1080
12-11-2013,45,2879
09-09-2015,21,1089
21-08-2013,18,1316
23-11-2016,27,1579
05-06-2017,17,1500
15-04-2016,3,3180
13-06-2013,2,1686
14-06-2016,48,2111
28-11-2015,53,919
22-06-2016,20,1179
11-12-2016,54,1112
18-10-2013,45,3265
05-11-2016,30,560
21-09-2015,2,1863
25-06-2014,31,1055
18-09-2013,43,1065
20-01-2017,39,1269
14-11-2013,5,1221
22-03-2017,7,1835
01-10-2016,17,1753
28-08-2016,9,1831
03-10-2016,8,2813
26-05-2015,17,1302
01-02-2016,24,2341
07-10-2015,27,1438
09-11-2014,48,4575
15-08-2014,8,2987
05-07-2015,6,2034
25-07-2015,10,1084
09-04-2016,27,1716
05-09-2015,21,1728
06-06-2014,32,542
15-05-2017,13,870
05-02-2016,26,620
23-04-2013,11,2350
17-11-2014,30,653
15-12-2013,3,4228
07-07-2013,8,2728
14-01-2017,19,1499
11-02-2013,7,1261
05-02-2017,27,2008
02-09-2015,12,1245
19-02-2015,20,2717
13-12-2013,10,960
31-12-2016,54,1647
28-11-2015,12,1222
08-11-2016,39,1481
23-04-2015,26,502
29-06-2015,8,2660
23-03-2016,37,1518
29-05-2014,4,1253
12-03-2015,31,1355
03-11-2016,2,1552
17-04-2014,8,2907
23-02-2015,36,1089
09-06-2013,48,4280
19-05-2013,12,1276
01-12-2014,13,1047
13-07-2017,33,843
07-01-2017,36,1191
31-01-2014,4,1409
03-03-2016,42,926
15-03-2015,12,1247
17-05-2017,4,1399
18-07-2016,1,1766
28-01-2014,7,1772
24-06-2013,51,1531
08-08-2014,27,1247
14-03-2013,35,631
25-07-2017,21,984
12-07-2013,18,1205
11-09-2013,19,1106
19-02-2017,7,1546
07-01-2017,44,5608
01-06-2016,49,2979
23-01-2013,16,908
28-01-2013,3,2681
10-01-2014,48,2587
23-02-2015,19,1266
07-02-2017,54,791
02-03-2014,17,1145
24-05-2016,22,630
10-02-2013,6,1505
13-06-2013,12,1218
29-01-2015,13,796
12-08-2016,10,723
15-05-2017,27,1533
26-12-2013,49,3032
22-11-2015,34,1960
07-10-2013,51,1521
15-04-2016,29,983
24-12-2016,48,6965
22-09-2013,45,4157
17-04-2015,3,2957
01-10-2014,16,862
23-07-2017,40,1214
20-08-2016,22,659
21-09-2014,37,1218
25-11-2015,22,528
14-11-2014,8,2833
17-02-2017,48,2483
23-07-2013,13,921
15-05-2015,1,1785
07-10-2014,48,2695
05-06-2016,29,1382
02-07-2015,1,1846
31-12-2015,29,1778
25-02-2015,6,1658
20-05-2016,12,1107
05-03-2014,49,2338
12-07-2017,38,1455
03-02-2016,26,595
13-02-2015,26,753
15-03-2013,54,804
12-05-2015,43,1315
07-08-2015,16,694
22-03-2014,31,1579
13-09-2015,6,2249
02-12-2013,25,693
23-02-2015,4,1295
18-09-2013,24,2596
02-05-2016,40,1553
26-01-2013,40,1055
14-05-2017,35,773
26-06-2016,43,1224
13-07-2014,19,1131
24-06-2016,1,1705
18-04-2014,13,1047
29-10-2016,13,1095
22-06-2015,18,1353
15-06-2015,23,982
25-10-2014,13,1238
28-12-2013,19,2069
26-08-2015,54,700
07-04-2015,10,1100
06-09-2015,29,1352
17-01-2013,5,1458
08-07-2015,33,920
25-11-2014,36,1086
27-04-2014,43,1237
18-10-2015,17,1605
15-09-2015,8,2619
26-01-2014,16,1201
30-10-2013,24,2345
19-08-2016,40,1315
18-12-2016,40,1397
10-08-2015,8,2441
16-06-2017,12,1133
07-01-2014,6,1620
29-04-2015,30,665
26-01-2015,39,1212
05-04-2015,3,3338
13-04-2017,36,1264
29-10-2014,27,1349
06-08-2014,33,1135
13-02-2016,1,1561
13-11-2014,25,603
04-03-2015,20,2412
07-07-2013,11,2393
29-06-2014,6,2204
18-08-2015,39,1387
14-10-2016,38,1338
10-06-2013,13,921
10-10-2016,4,1371
30-03-2013,48,3986
11-12-2013,37,1679
23-03-2015,1,1805
24-07-2015,11,2306
15-09-2014,46,3312
18-02-2016,51,1422
17-07-2015,6,1732
17-05-2013,13,908
28-05-2015,1,1737
01-07-2013,17,1443
08-07-2014,39,1463
15-06-2013,11,2577
21-05-2017,5,1196
29-10-2016,47,4297
21-08-2016,20,1816
26-04-2015,6,2198
04-01-2017,2,2007
20-10-2015,12,1213
26-09-2015,25,981
24-05-2017,11,2088
08-12-2016,41,980
14-04-2017,54,834
15-12-2016,35,705
02-11-2015,11,2363
08-09-2015,20,1471
10-06-2015,35,572
06-10-2013,19,1302
25-11-2015,23,1038
01-09-2014,50,2917
06-05-2015,44,4439
12-12-2014,36,1005
11-08-2014,4,1469
27-02-2014,25,940
22-01-2017,11,2640
08-10-2013,26,563
11-07-2017,20,1501
20-04-2016,47,4006
06-12-2016,7,1630
01-07-2017,13,1145
25-04-2013,6,1545
10-04-2016,47,4769
08-11-2015,20,2100
31-08-2016,10,893
11-06-2017,19,1152
29-02-2016,29,1013
30-07-2014,35,553
04-12-2013,33,993
11-05-2017,40,1337
30-12-2014,50,3836
02-09-2013,5,1620
03-06-2014,50,2349
27-07-2016,53,1275
01-04-2017,24,2480
04-04-2016,22,791
29-03-2014,51,1790
29-11-2013,30,665
29-03-2015,33,1137
06-03-2017,19,1159
07-08-2014,37,1476
21-12-2014,36,1229
17-06-2013,50,2355
29-08-2013,27,1122
18-10-2016,21,980
01-08-2016,11,2567
08-01-2016,53,840
16-01-2014,51,1546
05-06-2017,28,1167
24-12-2015,6,4132
31-07-2016,14,919
29-04-2013,39,1330
18-04-2015,6,2085
11-08-2014,7,1680
03-01-2017,9,2443
29-04-2013,38,1500
23-08-2014,12,1264
20-11-2014,30,705
26-01-2017,51,1350
19-01-2017,24,2113
25-02-2014,10,1015
10-12-2014,48,2925
16-10-2016,38,1841
16-11-2014,17,1545
28-11-2015,3,3532
26-03-2014,4,1439
24-07-2015,31,1260
25-05-2013,39,1488
23-01-2013,46,2901
02-11-2013,35,776
09-08-2016,9,1860
01-12-2016,16,656
17-03-2017,4,1415
18-04-2014,45,4114
20-09-2013,5,1485
09-04-2015,2,1754
21-07-2017,5,1285
12-10-2014,1,465
17-03-2015,14,1374
28-05-2015,28,1034
13-06-2013,54,665
18-02-2014,36,1063
26-12-2016,13,946
04-03-2014,30,782
23-06-2015,6,1683
17-07-2015,20,1307
19-05-2014,41,896
17-05-2014,40,1393
17-06-2016,18,1176
26-03-2014,14,1383
07-09-2016,9,2005
04-09-2015,31,1306
22-04-2015,41,991
03-12-2016,19,1710
17-01-2013,25,640
18-02-2014,41,772
25-06-2017,15,977
27-08-2013,50,2563
17-04-2013,18,1344
25-11-2016,4,1411
06-11-2015,30,656
28-04-2013,51,1861
27-02-2017,15,947
14-03-2016,33,1041
10-12-2013,46,3234
14-12-2016,22,783
09-08-2016,38,1260
07-12-2013,33,1294
02-07-2014,5,1450
31-05-2016,29,1446
15-12-2016,17,1380
10-03-2017,50,2404
18-04-2015,43,1290
06-05-2017,4,1594
18-01-2014,24,2280
09-09-2013,49,1868
28-11-2016,3,2946
04-12-2016,3,3914
21-03-2014,16,827
05-02-2013,35,636
07-07-2013,19,1034
17-10-2015,34,2279
01-05-2015,40,1133
15-10-2014,50,2313
22-09-2014,54,827
03-10-2015,30,745
16-10-2014,39,1181
01-09-2013,49,3088
26-01-2017,6,1451
20-04-2017,12,1141
03-09-2015,47,3644
26-05-2017,15,1245
18-03-2017,7,1820
02-08-2014,38,2403
29-12-2014,33,1279
12-02-2014,46,3504
10-11-2014,49,2334
23-11-2013,2,2186
13-09-2013,31,1097
17-07-2015,2,1924
27-02-2015,41,984
28-03-2016,30,707
09-06-2014,16,978
08-09-2015,12,1225
27-08-2014,34,2152
01-06-2017,46,3400
05-01-2013,9,2604
25-02-2016,32,609
02-02-2013,10,1453
04-12-2016,18,1649
15-05-2017,23,936
16-08-2014,38,2038
31-07-2016,35,819
21-01-2017,35,786
22-09-2014,7,1882
02-10-2016,13,864
09-02-2015,8,2623
27-03-2015,34,2444
04-09-2013,40,1049
18-02-2016,50,1910
28-06-2017,41,1122
03-05-2017,16,685
05-04-2015,30,632
29-06-2015,14,1438
15-03-2014,15,1286
27-04-2013,40,1114
18-08-2014,46,3527
23-05-2016,30,650
14-05-2017,42,1361
19-06-2014,18,1396
02-06-2016,51,1412
02-11-2016,54,843
10-07-2014,19,1105
27-10-2014,44,3754
03-04-2015,4,1514
01-11-2016,35,730
05-02-2016,1,1934
01-07-2014,8,2684
05-03-2017,50,3064
18-05-2017,15,1309
24-05-2017,28,1079
05-03-2016,27,1801
29-03-2014,3,3649
03-12-2016,22,769
21-04-2017,40,1361
11-01-2016,11,2118
11-10-2015,42,1290
10-04-2017,27,1504
22-05-2014,40,1190
04-05-2015,47,3763
21-12-2016,48,4615
03-09-2014,5,1564
03-08-2015,5,1454
27-10-2013,18,1287
23-07-2016,35,816
28-07-2013,25,668
20-10-2014,5,1567
01-08-2013,7,1642
03-08-2014,43,1404
24-07-2013,13,927
28-04-2017,7,2043
13-08-2013,17,1288
14-08-2015,39,1317
01-02-2013,19,1084
04-06-2016,41,1274
14-08-2013,38,1513
31-01-2016,21,1423
29-07-2016,20,1233
01-10-2013,54,800
23-01-2014,24,2101
06-07-2015,39,1453
18-06-2013,11,2285
03-10-2015,16,897
18-05-2013,11,2619
16-12-2016,48,3093
07-04-2013,8,2756
27-07-2016,31,1089
16-07-2017,33,945
01-07-2016,1,1876
08-10-2014,9,1998
24-01-2013,32,680
09-05-2016,21,993
05-10-2013,51,1849
28-12-2014,24,1899
04-09-2016,6,1993
01-02-2013,26,894
03-02-2017,49,3237
25-02-2015,11,1926
28-04-2017,14,1238
15-06-2017,31,1356
18-08-2016,45,3221
01-08-2016,36,1189
13-06-2014,14,1223
01-09-2013,4,1828
29-06-2013,1,1264
10-01-2017,46,2816
09-12-2013,24,2477
09-03-2016,17,1225
30-01-2017,42,996
02-09-2013,31,1228
10-02-2013,15,956
01-07-2017,51,1919
13-07-2013,43,1226
16-06-2016,40,1327
24-11-2016,31,1230
16-05-2015,7,1851
22-03-2017,34,2050
18-09-2014,26,542
11-04-2014,54,810
24-10-2014,33,911
19-03-2017,7,1608
26-02-2017,7,1343
28-10-2015,32,494
28-09-2014,16,1028
02-07-2015,8,2757
07-02-2015,54,1069
14-08-2015,35,610
09-07-2013,4,1398
29-07-2016,16,639
14-05-2016,30,702
18-09-2014,7,1841
05-05-2016,42,997
25-09-2013,44,3832
04-10-2014,24,2370
02-01-2013,27,1386
23-06-2015,15,1501
24-01-2016,54,956
27-09-2013,19,1069
28-12-2013,36,1457
25-03-2013,31,1201
12-01-2015,3,2986
04-03-2013,6,1825
31-01-2017,38,1196
12-11-2014,50,2708
19-05-2017,33,833
10-07-2014,50,2407
19-12-2015,19,1941
16-05-2015,49,3426
08-01-2013,44,3593
06-08-2015,9,2121
12-11-2015,51,1445
10-05-2016,21,881
16-08-2016,51,1481
23-06-2013,25,630
03-06-2017,3,3819
23-10-2016,33,921
04-07-2014,3,3120
22-10-2014,33,1040
06-06-2016,12,1212
25-02-2014,33,1125
16-05-2013,24,2246
10-10-2015,43,1358
26-08-2014,5,1284
02-06-2016,32,572
15-11-2015,6,2143
29-12-2013,7,1050
31-08-2014,51,1843
26-04-2013,12,1087
13-08-2014,2,1948
24-09-2014,5,1424
07-02-2014,14,1343
12-09-2014,5,1459
07-03-2017,44,3828
31-07-2013,50,2619
20-08-2016,14,1463
11-01-2016,49,2590
26-05-2013,28,1500
13-09-2015,43,1431
12-10-2013,27,1397
31-03-2017,20,1291
22-06-2014,45,4563
24-02-2014,5,1517
30-11-2013,44,5181
21-03-2015,26,556
12-08-2014,23,978
25-06-2014,53,958
24-04-2016,1,513
09-04-2014,25,922
23-10-2014,34,2160
10-06-2017,49,3455
06-02-2015,34,2442
24-02-2016,1,1833
30-05-2015,43,1567
17-04-2017,18,1276
21-02-2017,50,2182
15-01-2014,24,2408
05-08-2016,20,1320
12-06-2017,29,1131
20-04-2016,12,1384
26-07-2014,23,1121
23-06-2015,4,1483
30-03-2017,41,772
23-01-2015,23,1075
10-01-2015,53,893
22-10-2016,3,3413
15-06-2016,44,4120
26-06-2013,50,2176
04-08-2016,33,846
31-03-2014,27,1237
17-09-2016,41,1223
24-03-2013,19,1224
23-03-2015,41,971
25-09-2016,31,1301
19-05-2015,45,3066
12-01-2017,10,785
15-02-2014,4,1741
12-07-2016,3,2745
26-04-2017,47,3476
11-11-2015,6,1604
26-05-2014,54,840
18-04-2013,25,735
29-08-2013,5,1363
19-02-2017,3,3096
29-04-2016,34,2226
15-09-2014,32,647
17-10-2016,9,1908
23-01-2015,5,1506
02-11-2016,4,1453
31-05-2017,53,1421
25-08-2016,43,1044
19-11-2013,35,528
08-10-2013,23,1145
20-02-2014,38,1335
22-03-2017,6,1571
05-05-2016,2,1875
19-02-2016,33,911
21-04-2017,42,1083
28-02-2014,26,758
21-11-2013,36,891
10-10-2015,48,3771
18-12-2016,5,1485
07-08-2013,37,1439
15-09-2013,45,4319
01-03-2014,31,1862
07-02-2014,44,4093
15-04-2016,13,791
05-03-2013,23,1261
16-11-2014,24,1983
16-11-2013,47,4814
08-03-2016,44,3883
01-07-2017,45,4941
20-05-2013,3,2806
03-01-2017,42,1264
24-10-2015,42,1220
31-10-2014,40,1225
10-01-2014,39,1294
03-04-2015,40,903
23-03-2016,44,4299
25-03-2017,6,2007
11-09-2013,16,915
25-02-2013,33,1099
28-10-2016,20,1113
14-07-2015,23,952
25-04-2014,46,3146
09-11-2013,48,3877
13-02-2013,51,1799
26-02-2015,14,1324
22-05-2014,15,1310
21-02-2016,49,3161
20-03-2013,47,3283
01-11-2015,19,1224
06-02-2015,5,1559
11-04-2017,10,915
22-05-2016,21,1411
05-08-2016,50,2548
14-10-2015,43,1194
14-05-2016,48,3584
06-12-2015,45,4586
21-11-2015,3,3687
19-03-2017,50,3093
31-10-2016,31,1095
19-03-2017,16,834
07-07-2015,40,1577
05-03-2016,6,2268
06-10-2013,4,1871
18-04-2013,14,1396
02-04-2017,31,1729
15-10-2014,53,695
16-07-2017,1,518
10-07-2015,9,1795
04-04-2014,10,910
02-09-2014,47,4079
18-11-2015,23,999
17-10-2014,34,2539
24-10-2013,48,2208
26-03-2013,2,1711
02-01-2013,49,2346
14-01-2015,49,2558
27-04-2017,49,2451
26-09-2016,17,1473
01-10-2015,11,2325
15-06-2015,5,1502
23-12-2015,24,4353
23-01-2017,43,1277
22-12-2013,7,1928
25-09-2016,24,1572
21-01-2014,16,833
06-06-2016,27,1405
20-04-2014,11,2929
14-10-2014,54,866
30-04-2015,17,1092
18-05-2015,44,3924
23-03-2014,50,3083
27-01-2016,17,1090
01-10-2016,16,858
05-05-2016,21,798
24-10-2015,2,2123
08-12-2016,43,1277
19-05-2015,34,2145
10-08-2016,13,818
26-03-2016,48,3434
20-05-2013,9,2055
18-11-2016,47,3620
26-11-2014,40,1234
26-07-2017,6,1602
01-07-2014,33,1308
15-04-2017,32,659
29-08-2013,4,1374
19-04-2017,28,928
07-03-2013,25,869
20-01-2013,1,507
19-03-2013,7,1661
27-05-2016,48,3472
18-06-2016,51,2333
12-01-2013,15,1396
15-01-2017,27,1990
18-12-2015,51,2266
13-11-2015,24,2482
19-01-2013,32,770
15-10-2015,54,704
17-06-2017,29,1416
27-04-2015,45,3101
10-01-2017,25,702
23-03-2013,48,3699
18-04-2016,42,1191
03-03-2017,36,1209
14-10-2014,32,509
02-09-2013,11,2948
10-09-2013,13,1006
08-04-2013,34,2481
22-02-2015,10,944
16-04-2017,32,592
14-03-2015,7,1762
14-07-2014,32,567
16-09-2014,14,1767
27-10-2015,33,929
26-08-2013,45,3244
30-08-2013,10,940
15-06-2017,10,815
05-02-2017,47,4813
22-10-2016,1,1323
02-08-2016,34,2111
23-08-2014,36,1103
25-11-2015,36,963
15-10-2016,17,1637
30-01-2016,25,1266
03-03-2014,5,1052
29-11-2015,47,5151
19-06-2015,53,851
28-11-2013,19,1051
11-06-2017,8,2791
02-05-2013,24,2379
17-11-2016,39,1180
06-11-2014,24,2233
28-04-2015,10,975
27-07-2015,49,2385
14-03-2015,5,1567
05-06-2013,34,2091
13-07-2015,35,626
30-11-2015,1,1943
13-09-2014,32,676
30-01-2017,32,485
26-10-2013,35,609
22-03-2014,43,1361
29-01-2013,23,1139
26-10-2016,31,1098
23-03-2016,34,2232
13-12-2014,45,5227
03-12-2016,43,1799
23-06-2014,32,589
20-07-2016,1,1816
22-01-2016,39,1204
19-05-2016,37,1356
04-05-2016,19,1183
14-06-2014,32,738
27-06-2016,42,920
28-04-2015,46,2532
28-02-2013,46,2908
22-01-2014,19,1103
18-10-2014,28,1295
